graphcode,Graph Title,Y axis label,X axis label,X axis order,Variable,Value,Source
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Starbucks,13172,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Dunkin' Donuts,8828,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Pizza Hut,7689,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Burger King,7161,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Wendy's,6537,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Taco Bell,6278,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Domino's Pizza,5371,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Dairy Queen,4517,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Little Caesars,4323,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,KFC,4167,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2016,15581,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2015,15630,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2014,15553,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2013,15195,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2012,15489,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2011,15678,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2010,15243,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2009,14857,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2008,14482,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2007,14411,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2006,14424,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2005,14095,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Kentucky,25.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,West Virginia,25.7,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Arkansas,24.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Mississippi,22.5,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Missouri,22.3,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Oklahoma,22.2,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Louisiana,21.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Tennessee,21.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Ohio,21.6,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Alabama,21.4,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Instagram,230.62,https://www.statista.com/statistics/421169/most-followers-instagram/
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Selena Gomez,132.51,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Cristiano Ronaldo,118.89,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Ariana Grande,116.88,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Beyonc,110.03,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Kim Kardashian,106.11,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Taylor Swift,105.89,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Kylie Jenner,100.68,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Dwayne Johnson / The Rock,98.57,
62,Instagram Accounts With The Most Followers,millions of followers,Account,none,Justin Bieber,95.83,
63,Leading Adblockers Used By Consumers,percentage of consumers,Ad Blocker,none,Adblock Plus,31,
63,Leading Adblockers Used By Consumers,percentage of consumers,Ad Blocker,none,AdRemover,10,
63,Leading Adblockers Used By Consumers,percentage of consumers,Ad Blocker,none,Adguard,7,
63,Leading Adblockers Used By Consumers,percentage of consumers,Ad Blocker,none,Disconnect,5,
63,Leading Adblockers Used By Consumers,percentage of consumers,Ad Blocker,none,Ad Muncher,4,
64,Most Popular Cloud Storage Service Providers,percentage of consumers,Could Storage Service,none,Dropbox,53,
64,Most Popular Cloud Storage Service Providers,percentage of consumers,Could Storage Service,none,Google Drive,45,
64,Most Popular Cloud Storage Service Providers,percentage of consumers,Could Storage Service,none,Apple iCloud,34,
64,Most Popular Cloud Storage Service Providers,percentage of consumers,Could Storage Service,none,Microsoft OneDrive,30,
64,Most Popular Cloud Storage Service Providers,percentage of consumers,Could Storage Service,none,Carbonite,10,
64,Most Popular Cloud Storage Service Providers,percentage of consumers,Could Storage Service,none,Amazon S3,9,
64,Most Popular Cloud Storage Service Providers,percentage of consumers,Could Storage Service,none,Box,6,
65,Ipad Users In The United States,millions of users,Year,ordered,2013,72.1,
65,Ipad Users In The United States,millions of users,Year,ordered,2014,76.7,
65,Ipad Users In The United States,millions of users,Year,ordered,2015,78.3,
65,Ipad Users In The United States,millions of users,Year,ordered,2016,79.7,
65,Ipad Users In The United States,millions of users,Year,ordered,2017,80.5,
66,Internet Of Things (Iot) Connected Devices,billions of devices,Year,ordered,2015,15.41,
66,Internet Of Things (Iot) Connected Devices,billions of devices,Year,ordered,2016,17.68,
66,Internet Of Things (Iot) Connected Devices,billions of devices,Year,ordered,2017,20.35,
66,Internet Of Things (Iot) Connected Devices,billions of devices,Year,ordered,2018,23.14,
66,Internet Of Things (Iot) Connected Devices,billions of devices,Year,ordered,2019,26.66,
67,Number Of Active Users Of Fitbit,millions of users,Year,ordered,2012,0.56,
67,Number Of Active Users Of Fitbit,millions of users,Year,ordered,2013,2.57,
67,Number Of Active Users Of Fitbit,millions of users,Year,ordered,2014,6.7,
67,Number Of Active Users Of Fitbit,millions of users,Year,ordered,2015,16.9,
67,Number Of Active Users Of Fitbit,millions of users,Year,ordered,2016,23.24,
68,Most Commonly Owned Smart Home Features,percentage of consumers,Feature,none,Security system,10,
68,Most Commonly Owned Smart Home Features,percentage of consumers,Feature,none,Smart thermostat,9,
68,Most Commonly Owned Smart Home Features,percentage of consumers,Feature,none,Lighting automation,5,
68,Most Commonly Owned Smart Home Features,percentage of consumers,Feature,none,Electronic locks,4,
68,Most Commonly Owned Smart Home Features,percentage of consumers,Feature,none,Audio/video/cameras,4,
68,Most Commonly Owned Smart Home Features,percentage of consumers,Feature,none,Automated water-shutoff valves,2,
68,Most Commonly Owned Smart Home Features,percentage of consumers,Feature,none,Home theater and entertainment,5,
69,NBA All-Time Points Scored,number of points scored,NBA player,none,Kareem Abdul-Jabbar,38387,
69,NBA All-Time Points Scored,number of points scored,NBA player,none,Karl Malone,36928,
69,NBA All-Time Points Scored,number of points scored,NBA player,none,Kobe Bryant,33643,
69,NBA All-Time Points Scored,number of points scored,NBA player,none,Michael Jordan,32292,
69,NBA All-Time Points Scored,number of points scored,NBA player,none,Wilt Chamberlain,31419,
70,Participation In Running Events,millions of participants,Year,ordered,2009,44.73,
70,Participation In Running Events,millions of participants,Year,ordered,2010,50.16,
70,Participation In Running Events,millions of participants,Year,ordered,2011,51.5,
70,Participation In Running Events,millions of participants,Year,ordered,2012,53.2,
70,Participation In Running Events,millions of participants,Year,ordered,2013,54.19,
71,Attendance At Performing Arts Events,attendance in millions,Year,ordered,2006,82.28,
71,Attendance At Performing Arts Events,attendance in millions,Year,ordered,2007,80.13,
71,Attendance At Performing Arts Events,attendance in millions,Year,ordered,2008,76.68,
71,Attendance At Performing Arts Events,attendance in millions,Year,ordered,2009,77.49,
71,Attendance At Performing Arts Events,attendance in millions,Year,ordered,2010,74.98,
71,Attendance At Performing Arts Events,attendance in millions,Year,ordered,2011,77.33,
72,Electric Vehicles In The World,thousands of vehicles,Year,ordered,2012,113,
72,Electric Vehicles In The World,thousands of vehicles,Year,ordered,2013,227,
72,Electric Vehicles In The World,thousands of vehicles,Year,ordered,2014,420,
72,Electric Vehicles In The World,thousands of vehicles,Year,ordered,2015,746,
72,Electric Vehicles In The World,thousands of vehicles,Year,ordered,2016,1209,
73,Countries With The Most Airbnb Listings,thousands of listings,Country,none,United States,660,
73,Countries With The Most Airbnb Listings,thousands of listings,Country,none,France,485,
73,Countries With The Most Airbnb Listings,thousands of listings,Country,none,Italy,340,
73,Countries With The Most Airbnb Listings,thousands of listings,Country,none,Spain,245,
73,Countries With The Most Airbnb Listings,thousands of listings,Country,none,United Kingdom,175,
74,Nike's Revenue Worldwide,millions of dollars,Year,ordered,2009,18528,
74,Nike's Revenue Worldwide,millions of dollars,Year,ordered,2010,18324,
74,Nike's Revenue Worldwide,millions of dollars,Year,ordered,2011,20117,
74,Nike's Revenue Worldwide,millions of dollars,Year,ordered,2012,23331,
74,Nike's Revenue Worldwide,millions of dollars,Year,ordered,2013,25313,
75,Magazines In The United States,number of magazines,Year,ordered,2002,5340,
75,Magazines In The United States,number of magazines,Year,ordered,2003,6234,
75,Magazines In The United States,number of magazines,Year,ordered,2004,7188,
75,Magazines In The United States,number of magazines,Year,ordered,2005,6325,
75,Magazines In The United States,number of magazines,Year,ordered,2006,6734,
76,Percentage Of Female Film Directors In Hollywood,percentage,Year,ordered,2013,1.9,
76,Percentage Of Female Film Directors In Hollywood,percentage,Year,ordered,2014,1.9,
76,Percentage Of Female Film Directors In Hollywood,percentage,Year,ordered,2015,7.5,
76,Percentage Of Female Film Directors In Hollywood,percentage,Year,ordered,2016,4.2,
76,Percentage Of Female Film Directors In Hollywood,percentage,Year,ordered,2017,7.3,
77,Per Capita Consumption Of Bottled Water,gallons per capita,Country,none,Mexico,67.2,
77,Per Capita Consumption Of Bottled Water,gallons per capita,Country,none,Thailand,56.9,
77,Per Capita Consumption Of Bottled Water,gallons per capita,Country,none,Italy,47.5,
77,Per Capita Consumption Of Bottled Water,gallons per capita,Country,none,United States,39.3,
77,Per Capita Consumption Of Bottled Water,gallons per capita,Country,none,Germany,38,
77,Per Capita Consumption Of Bottled Water,gallons per capita,Country,none,France,36.6,
77,Per Capita Consumption Of Bottled Water,gallons per capita,Country,none,Belgium-Luxembourg,35.3,
78,Percentage Of Individuals Who Wear Contact Lenses,percentage,Country,none,Latvia,15,
78,Percentage Of Individuals Who Wear Contact Lenses,percentage,Country,none,Austria,10,
78,Percentage Of Individuals Who Wear Contact Lenses,percentage,Country,none,Poland,7,
78,Percentage Of Individuals Who Wear Contact Lenses,percentage,Country,none,United Kingdom,6,
78,Percentage Of Individuals Who Wear Contact Lenses,percentage,Country,none,Portugal,6,
78,Percentage Of Individuals Who Wear Contact Lenses,percentage,Country,none,Estonia,5,
79,Percentage Of Public Libraries Offering Electronic Resources ,percentage,Electronic Resource,none,Colour printers,78,
79,Percentage Of Public Libraries Offering Electronic Resources ,percentage,Electronic Resource,none,Scanners,62,
79,Percentage Of Public Libraries Offering Electronic Resources ,percentage,Electronic Resource,none,Early learning technologies,45,
79,Percentage Of Public Libraries Offering Electronic Resources ,percentage,Electronic Resource,none,Laptops,42,
79,Percentage Of Public Libraries Offering Electronic Resources ,percentage,Electronic Resource,none,Wireless printing,40,
79,Percentage Of Public Libraries Offering Electronic Resources ,percentage,Electronic Resource,none,E-reader(s),25,
80,Leading Book Genres,percentage of consumers,Book Genres,none,"Mystery, thriller and crime",47,
80,Leading Book Genres,percentage of consumers,Book Genres,none,History,33,
80,Leading Book Genres,percentage of consumers,Book Genres,none,Biographies/memoir,31,
80,Leading Book Genres,percentage of consumers,Book Genres,none,Romance,27,
80,Leading Book Genres,percentage of consumers,Book Genres,none,Cookbooks/food writing,26,
80,Leading Book Genres,percentage of consumers,Book Genres,none,Science fiction,26,
81,Player Salaries In The NFL By Team,millions of dollars,NFL Team,none,Philadelphia Eagles,249,
81,Player Salaries In The NFL By Team,millions of dollars,NFL Team,none,Denver Broncos,215,
81,Player Salaries In The NFL By Team,millions of dollars,NFL Team,none,Baltimore Ravens,214,
81,Player Salaries In The NFL By Team,millions of dollars,NFL Team,none,New York Giants,211,
81,Player Salaries In The NFL By Team,millions of dollars,NFL Team,none,New York Jets,210,
81,Player Salaries In The NFL By Team,millions of dollars,NFL Team,none,Los Angeles Chargers,207,
81,Player Salaries In The NFL By Team,millions of dollars,NFL Team,none,Kansas City Chiefs,205,
82,Full Time Daily Newspaper Journalists,number of journalists,Year,ordered,2010,41500,
82,Full Time Daily Newspaper Journalists,number of journalists,Year,ordered,2011,41600,
82,Full Time Daily Newspaper Journalists,number of journalists,Year,ordered,2012,40600,
82,Full Time Daily Newspaper Journalists,number of journalists,Year,ordered,2013,38000,
82,Full Time Daily Newspaper Journalists,number of journalists,Year,ordered,2014,36700,
82,Full Time Daily Newspaper Journalists,number of journalists,Year,ordered,2015,32900,
83,Gross Revenue For Music Tours In North America,millions of dollars,Music Tour,none,U2,176.1,
83,Gross Revenue For Music Tours In North America,millions of dollars,Music Tour,none,Bruno Mars,112.4,
83,Gross Revenue For Music Tours In North America,millions of dollars,Music Tour,none,Metallica,110.3,
83,Gross Revenue For Music Tours In North America,millions of dollars,Music Tour,none,Garth Brooks,101.4,
83,Gross Revenue For Music Tours In North America,millions of dollars,Music Tour,none,Guns N' Roses,98,
83,Gross Revenue For Music Tours In North America,millions of dollars,Music Tour,none,Roger Waters,92.1,
83,Gross Revenue For Music Tours In North America,millions of dollars,Music Tour,none,Lady Gaga,85.7,
84,Smart Meter Installations In The U.S.,thousands of smart meters,State,none,California,12794,
84,Smart Meter Installations In The U.S.,thousands of smart meters,State,none,Texas,9371,
84,Smart Meter Installations In The U.S.,thousands of smart meters,State,none,Pennsylvania,6843,
84,Smart Meter Installations In The U.S.,thousands of smart meters,State,none,Florida,6260,
84,Smart Meter Installations In The U.S.,thousands of smart meters,State,none,Georgia,4235,
84,Smart Meter Installations In The U.S.,thousands of smart meters,State,none,Michigan,4225,
85,Plans For Halloween Celebrations,percentage of respondents,Plans,none,Hand out candy,53,
85,Plans For Halloween Celebrations,percentage of respondents,Plans,none,Decorate your home/yard,4,
85,Plans For Halloween Celebrations,percentage of respondents,Plans,none,Carve a pumpkin,3,
85,Plans For Halloween Celebrations,percentage of respondents,Plans,none,Dress in costume,27,
85,Plans For Halloween Celebrations,percentage of respondents,Plans,none,Take children trick-or-treating,25,
86,Retail Sales By American Retailers,billions of dollars,Retailer,none,The Kroger Co.,110.22,
86,Retail Sales By American Retailers,billions of dollars,Retailer,none,Costco,85.78,
86,Retail Sales By American Retailers,billions of dollars,Retailer,none,The Home Depot,85.09,
86,Retail Sales By American Retailers,billions of dollars,Retailer,none,CVS Caremark,81.48,
86,Retail Sales By American Retailers,billions of dollars,Retailer,none,Amazon.com,77.02,
86,Retail Sales By American Retailers,billions of dollars,Retailer,none,Target,69.5,
87,Target Stores In North America,number of stores,Year,ordered,2006,1488,
87,Target Stores In North America,number of stores,Year,ordered,2007,1591,
87,Target Stores In North America,number of stores,Year,ordered,2008,1682,
87,Target Stores In North America,number of stores,Year,ordered,2009,1740,
87,Target Stores In North America,number of stores,Year,ordered,2010,1750,
88,U.S. Pumpkin Production,thousands of cwt,Year,ordered,2011,10705,
88,U.S. Pumpkin Production,thousands of cwt,Year,ordered,2012,12036,
88,U.S. Pumpkin Production,thousands of cwt,Year,ordered,2013,11221,
88,U.S. Pumpkin Production,thousands of cwt,Year,ordered,2014,13143,
88,U.S. Pumpkin Production,thousands of cwt,Year,ordered,2015,7538,
88,U.S. Pumpkin Production,thousands of cwt,Year,ordered,2016,16070,
89,Enrollment Of U.S. Medical Schools,number of medical school students,School,none,University of Washington,1022,
89,Enrollment Of U.S. Medical Schools,number of medical school students,School,none,Case Western Reserve University,896,
89,Enrollment Of U.S. Medical Schools,number of medical school students,School,none,University of North Carolina,834,
89,Enrollment Of U.S. Medical Schools,number of medical school students,School,none,University of California - Los Angeles,737,
89,Enrollment Of U.S. Medical Schools,number of medical school students,School,none,Harvard University,720,
89,Enrollment Of U.S. Medical Schools,number of medical school students,School,none,University of Michigan - Ann Arbor,719,
90,Factors Considered In Deciding Upon A Specific College,percentage of respondents,Factors,none,How much it costs,63,
90,Factors Considered In Deciding Upon A Specific College,percentage of respondents,Factors,none,The offered majors and programs,56,
90,Factors Considered In Deciding Upon A Specific College,percentage of respondents,Factors,none,Availability of financial aid,49,
90,Factors Considered In Deciding Upon A Specific College,percentage of respondents,Factors,none,Location,38,
90,Factors Considered In Deciding Upon A Specific College,percentage of respondents,Factors,none,Average starting salaries for graduates,12,
91,Body Areas Tattooed In The U.S.,percentage of respondents,Body Areas,none,Upper arm,45,
91,Body Areas Tattooed In The U.S.,percentage of respondents,Body Areas,none,Back,34,
91,Body Areas Tattooed In The U.S.,percentage of respondents,Body Areas,none,Forearm,29,
91,Body Areas Tattooed In The U.S.,percentage of respondents,Body Areas,none,Hand/wrist,28,
91,Body Areas Tattooed In The U.S.,percentage of respondents,Body Areas,none,Shoulder,28,
92,Retail Price Of Chicken Legs,dollars per pound,Year,ordered,2012,1.65,
92,Retail Price Of Chicken Legs,dollars per pound,Year,ordered,2013,1.59,
92,Retail Price Of Chicken Legs,dollars per pound,Year,ordered,2014,1.61,
92,Retail Price Of Chicken Legs,dollars per pound,Year,ordered,2015,1.57,
92,Retail Price Of Chicken Legs,dollars per pound,Year,ordered,2016,1.43,
92,Retail Price Of Chicken Legs,dollars per pound,Year,ordered,2017,1.46,
93,Attendance To Amusement Park Chains Worldwide,millions of people,Amusement Park,none,Merlin Entertainments Group,61.2,
93,Attendance To Amusement Park Chains Worldwide,millions of people,Amusement Park,none,Universal Parks and Resorts,47.36,
93,Attendance To Amusement Park Chains Worldwide,millions of people,Amusement Park,none,Oct Parks China,32.27,
93,Attendance To Amusement Park Chains Worldwide,millions of people,Amusement Park,none,Fantawild,31.64,
93,Attendance To Amusement Park Chains Worldwide,millions of people,Amusement Park,none,Six Flags Inc.,30.11,
93,Attendance To Amusement Park Chains Worldwide,millions of people,Amusement Park,none,Chimelong Group,27.36,
94,Disney's Lobbying Expenses,millions of dollars,Year,ordered,2005,4.56,
94,Disney's Lobbying Expenses,millions of dollars,Year,ordered,2006,4.12,
94,Disney's Lobbying Expenses,millions of dollars,Year,ordered,2007,4.52,
94,Disney's Lobbying Expenses,millions of dollars,Year,ordered,2008,5.91,
94,Disney's Lobbying Expenses,millions of dollars,Year,ordered,2009,5.06,
94,Disney's Lobbying Expenses,millions of dollars,Year,ordered,2010,3.89,
95,Sales Of Digital Music Albums,thousands of units sold,Album,none,"Taylor Swift, Reputation",868,
95,Sales Of Digital Music Albums,thousands of units sold,Album,none,"Ed Sheeran,  (Divide)",592,
95,Sales Of Digital Music Albums,thousands of units sold,Album,none,"Kendrick Lamar, DAMN.",551,
95,Sales Of Digital Music Albums,thousands of units sold,Album,none,"Drake, More Life",360,
95,Sales Of Digital Music Albums,thousands of units sold,Album,none,"Soundtrack, Moana",339,
96,Flowers Americans Like To Receive On Valentines Day,percentage of respondents,Flower,none,Red roses,22,
96,Flowers Americans Like To Receive On Valentines Day,percentage of respondents,Flower,none,Mixed flowers,10,
96,Flowers Americans Like To Receive On Valentines Day,percentage of respondents,Flower,none,Roses (other colors),9,
96,Flowers Americans Like To Receive On Valentines Day,percentage of respondents,Flower,none,Carnations,5,
96,Flowers Americans Like To Receive On Valentines Day,percentage of respondents,Flower,none,Orchids,4,
97,U.S. Online Dating Apps,share of respondents,Dating App,none,Tinder,0.256,
97,U.S. Online Dating Apps,share of respondents,Dating App,none,PlentyOfFish,0.194,
97,U.S. Online Dating Apps,share of respondents,Dating App,none,OkCupid,0.1,
97,U.S. Online Dating Apps,share of respondents,Dating App,none,eHarmony,0.091,
97,U.S. Online Dating Apps,share of respondents,Dating App,none,Match,0.07,
97,U.S. Online Dating Apps,share of respondents,Dating App,none,Grindr,0.063,
98,Running Accessories,percentage of respondents,Accessory,none,Smart phone,59,
98,Running Accessories,percentage of respondents,Accessory,none,Sports watch,51,
98,Running Accessories,percentage of respondents,Accessory,none,GPS item,44,
98,Running Accessories,percentage of respondents,Accessory,none,Sunglasses,44,
98,Running Accessories,percentage of respondents,Accessory,none,Keys,43,
99,Podcast Publishers in the United States,monthly audience in millions,Podcast Publishers,none,NPR,16.37,
99,Podcast Publishers in the United States,monthly audience in millions,Podcast Publishers,none,WNYC Studios,7.43,
99,Podcast Publishers in the United States,monthly audience in millions,Podcast Publishers,none,HowStuffWorks,6.24,
99,Podcast Publishers in the United States,monthly audience in millions,Podcast Publishers,none,PRX,5.61,
99,Podcast Publishers in the United States,monthly audience in millions,Podcast Publishers,none,iHeartMedia,4.83,
99,Podcast Publishers in the United States,monthly audience in millions,Podcast Publishers,none,ESPN,4.32,
99,Podcast Publishers in the United States,monthly audience in millions,Podcast Publishers,none,New York Times,4.16,
100,Programs Used to Play Podcasts,percentage of respondents,Programs,none,iTunes,33,
100,Programs Used to Play Podcasts,percentage of respondents,Programs,none,Spotify,28,
100,Programs Used to Play Podcasts,percentage of respondents,Programs,none,SoundCloud,25,
100,Programs Used to Play Podcasts,percentage of respondents,Programs,none,TuneIn Radio,13,
100,Programs Used to Play Podcasts,percentage of respondents,Programs,none,Podbean,5,
101,FIFA World Ranking,ranking points,Country,none,Germany,1602,
101,FIFA World Ranking,ranking points,Country,none,Brazil,1484,
101,FIFA World Ranking,ranking points,Country,none,Portugal,1358,
101,FIFA World Ranking,ranking points,Country,none,Argentina,1348,
101,FIFA World Ranking,ranking points,Country,none,Belgium,1325,
101,FIFA World Ranking,ranking points,Country,none,Spain,1231,
102,Average Back-To-College Expenditure,average expenditure in US dollars,Class year,none,Freshmen,1452,
102,Average Back-To-College Expenditure,average expenditure in US dollars,Class year,none,Sophomore,955,
102,Average Back-To-College Expenditure,average expenditure in US dollars,Class year,none,Junior,1074,
102,Average Back-To-College Expenditure,average expenditure in US dollars,Class year,none,Senior,838,
102,Average Back-To-College Expenditure,average expenditure in US dollars,Class year,none,Graduate,1091,
103,Cancellations By Major U.S. Air Carriers,thousands of cancellations,Year,ordered,2008,137.43,
103,Cancellations By Major U.S. Air Carriers,thousands of cancellations,Year,ordered,2009,89.38,
103,Cancellations By Major U.S. Air Carriers,thousands of cancellations,Year,ordered,2010,113.26,
103,Cancellations By Major U.S. Air Carriers,thousands of cancellations,Year,ordered,2011,115.98,
103,Cancellations By Major U.S. Air Carriers,thousands of cancellations,Year,ordered,2012,78.86,